Username,Comment,Comment_Time
mutheeee20,14🧡,2024-09-16 08:05:10
syrflv_,No.2,2024-09-16 08:35:04
ranislfni_,2 moo 🔥,2024-09-16 08:42:09
trisna_29,No 2 donk,2024-09-16 08:42:15
_anthyiii,No 2🔥,2024-09-16 08:45:03
sri_hernawatii,No.2,2024-09-16 08:45:29
sahariani_rhya,No.2 dong🔥🔥🔥,2024-09-16 08:46:12
strahmay,02🔥🔥,2024-09-16 08:47:07
a_arun26,No 4,2024-09-16 09:07:20
iland.am,No 4,2024-09-16 09:19:14
sayanenyyy,No 2,2024-09-16 09:24:45
christin.bii_,Number 7..,2024-09-16 09:29:02
ayhuu_lestari,No 2🔥🔥,2024-09-16 09:37:42
fachrielfachriel,No.2,2024-09-16 09:42:17
riarestianti.m,No 2 🔥,2024-09-16 09:47:11
i_sarbakti.n,No 7🔥🔥,2024-09-16 09:52:10
fsal1717,02 🔥,2024-09-16 09:52:52
vyfitry09,2,2024-09-16 10:35:55
capri0701_,7🔥,2024-09-16 11:10:56
pendakidadakan.id,No.14 mo dehh @ngghy_06 🔥🔥,2024-09-16 12:44:26
adele356.yahoo,No. 2🔥,2024-09-16 13:30:32
restyhc,9 so pasti 🙌🔥🔥,2024-09-16 15:19:37
restyhannia,nomer 9 keren🔥🔥🔥,2024-09-16 15:21:41
wilcukma_,No 9 wajibb🔥🔥🔥,2024-09-16 15:21:45
anrbaa,9  lah🔥🔥🔥🔥,2024-09-16 15:22:00
kurlaknak,No 9 yuhuu,2024-09-16 15:22:26
kurma3114,9 ❤️❤️,2024-09-16 15:22:44
saldy_anugrah,No 9,2024-09-16 16:28:09
rahmadhanyy27,7🔥,2024-09-16 16:32:51
ndarr03_,No. 7,2024-09-16 18:03:33
nrulfn,No. 2,2024-09-16 20:03:46
rezaa_rdian11,No 9 sih the best👍,2024-09-16 22:35:28
far_hansyahreza,Mnyala no 7 🔥🔥🔥,2024-09-16 22:46:12
novitapratiwi10,No 12 😍😍🔥🔥,2024-09-16 23:35:52
trswrd,No 7,2024-09-16 23:41:38
kikinurdin,No. 5 🔥,2024-09-17 01:10:25
adityawirawann_,Bakar no 9 🔥🧨,2024-09-17 04:14:26
citraaa_manis,Bakar no 9 🧨❤,2024-09-17 04:15:12
utycantikkk,Bakar no 9 🧨,2024-09-17 04:15:37
ochhio17,No 9 🔥,2024-09-17 04:32:51
meydatitizuhra27,No 5🔥🔥,2024-09-17 04:52:55
ms.agustine,Nomor 9,2024-09-17 05:39:21
andimutiarap2204,Nomor 9,2024-09-17 05:41:47
nungkipermanasari,Nomer 9,2024-09-17 05:43:42
scorpichantik,Menyala 9🔥🔥🔥,2024-09-17 06:54:59
ayyfiless,9🔥,2024-09-17 06:56:52
rismawati_abd.rahman,No 9,2024-09-17 07:02:12
cendolhjmarni,9 dong🔥🔥,2024-09-17 07:02:25
hrypreloved,9 🔥,2024-09-17 07:04:05
annisaarba,9 😎,2024-09-17 07:06:09
gusti.ameliani,9🔥,2024-09-17 07:09:43
rere_66775,9🫡,2024-09-17 07:11:47
egasyafitriii_,No 9 andalan sihhh 🔥🔥🔥,2024-09-17 07:14:45
andiewin.kn,No.7 🔥,2024-09-17 07:25:32
nnurulummy,9🔥,2024-09-17 07:29:55
tasyabudiono_,Nomorr 9 dong,2024-09-17 07:38:06
risnaenir_,No 9🔥🔥🔥,2024-09-17 07:40:55
ayusuryaningsih9,🌼9🔥,2024-09-17 07:49:49
haerulhendrawan,7,2024-09-17 08:41:28
ichaaxa_23,No 7,2024-09-17 08:43:19
alviansese,No 7,2024-09-17 08:43:40
mtahur,no 6 bissmillah,2024-09-17 09:11:45
ndusunwongndusun,No 7,2024-09-17 09:13:16
ikhzan_ikhzan,No.7🔥🔥🔥👍👍👍,2024-09-17 09:15:02
celsyyaurianto18,No 6 🙏,2024-09-17 09:33:13
hjmariam1,NO 05,2024-09-17 09:59:17
rrakkkkk.pict,NO 5,2024-09-17 10:02:39
rel.lisha,NO 5🔥🔥,2024-09-17 10:04:34
_mutiaraarfna,GASS POLLL NO 5🔥🔥,2024-09-17 10:04:43
novi.fatrua,No 05,2024-09-17 10:04:56
moehammad_jibran_zidan4,5 menyala,2024-09-17 10:12:33
anthon_kun,No. 09,2024-09-17 10:21:47
derimusri,No. 7 🔥🔥🔥🔥🔥🔥🔥,2024-09-17 10:22:20
penguin.14959,No 05,2024-09-17 10:22:38
fittrii7227,No 5,2024-09-17 10:24:22
deessidrs_,Up dongs No.05 😎,2024-09-17 10:31:20
yuliasyafitiri,No.5,2024-09-17 11:05:48
l.sazzalipidiarta_,No.5 🔥🔥,2024-09-17 11:09:30
penguin.14959,5🔥,2024-09-17 11:11:37
rahmasafarninfajar,No.5,2024-09-17 11:13:41
reyzz_231,no.6,2024-09-17 11:22:06
mulyati_dt,No 05,2024-09-17 11:31:51
suc1iiii04_,No 5,2024-09-17 11:50:49
sy_mei.mei,no 9🔥,2024-09-17 12:06:30
cyanndaa,no 9 dong🔥,2024-09-17 12:08:21
privatt_xxy,no 9😎🔥,2024-09-17 12:11:23
anggi_aja22,no 9 pastinya🔥,2024-09-17 12:13:39
_citraw.putri00,No. 9🔥,2024-09-17 12:15:09
09kiwkiww__,No 5,2024-09-17 12:45:02
wwwbnykousing567,No 5,2024-09-17 12:45:41
ahmdrdiansyah.a,Menyala No. 9🔥,2024-09-17 12:47:22
fredysarira,Nm 5,2024-09-17 12:56:19
imhee17,No 05,2024-09-17 13:09:26
hendracimol,No 7,2024-09-17 13:25:23
nard_arruan,9 🔥🔥🔥🔥,2024-09-17 13:32:25
re_re2609,No. 9,2024-09-17 13:57:54
vlnpunyaakun,No 6🙌,2024-09-17 14:04:02
ibnxx12_,No 5,2024-09-17 14:11:09
alfaidin_,No 7,2024-09-17 14:21:18
lenox_d26,No.7,2024-09-17 14:22:20
adzkya60,No 7,2024-09-17 14:57:22
adzkya60,No7👍,2024-09-17 15:00:59
wa_hyu_p,No 5,2024-09-17 15:02:22
vhianyy_13,no 9,2024-09-17 15:06:09
vchln_,No. 09,2024-09-17 16:48:43
aannisadheaputri,No.09,2024-09-17 16:49:29
hestiastiani,No 9,2024-09-17 16:50:34
seven.skwn,bakarr no 9💥,2024-09-17 16:54:31
uncle.chilli,bakar no 9💥,2024-09-17 16:57:11
vibe.pixels,bakar no 9💥,2024-09-17 16:59:37
_aziztamrin21,No.9,2024-09-17 20:41:22
darwantiluttgens,No 05,2024-09-17 23:12:22
alamadev,"Cmmnt nmr 9 dong qaqa, bgtu @ms.agustine",2024-09-18 00:37:22
ninnaur,No 9,2024-09-18 01:00:08
dwiwiputri,02,2024-09-18 01:22:34
mmismii,No 9 🔥,2024-09-18 01:32:38
andiithaa_,No 9 sih😎,2024-09-18 03:48:32
lampoc4zz,NO 05,2024-09-18 04:19:53
debbymuchsin,No 05,2024-09-18 04:21:54
nurulmagfira868_,No 5. 🔥,2024-09-18 05:04:06
nurulmagfira868_,No.5🔥,2024-09-18 05:06:23
spam__sucii04,No 5,2024-09-18 05:16:50
scond423,No 5,2024-09-18 05:17:36
sucihatibau,No 5,2024-09-18 05:18:16
scond809,No 5,2024-09-18 05:19:08
scond423,No 5,2024-09-18 05:20:28
bil4s,No 9🔥🔥,2024-09-18 06:36:03
andibessenv,No 9,2024-09-18 06:36:09
sucifidila26_,no.5🔥🔥🔥,2024-09-18 06:56:39
sriwulandaritheser,No. 5 🔥🔥🔥,2024-09-18 07:49:00
wilfi_na,No. 5🔥🔥🔥,2024-09-18 08:48:47
rdeni95,No.5🔥,2024-09-18 08:50:09
ayunizl_,No.5🔥,2024-09-18 08:50:43
tyaputri20,No.5🔥,2024-09-18 08:51:14
regika03,No. 6 Mantap👍,2024-09-18 12:59:59
efritz.yulio.derosari,No.9 👍👍👍👍,2024-09-18 13:29:12
deliahkhr,no.9 dong,2024-09-18 14:06:50
andrewaugusto22,Nomor 9,2024-09-18 14:08:05
zahraputriaq_,Disuruh komen sama mas no 7,2024-09-18 14:08:55
sndrdewi_,No. 9🔥🔥🔥🔥,2024-09-18 14:09:32
nadyaulvhaaa,No. 9👍,2024-09-18 14:11:03
rzkydprdnta.9,9 sih,2024-09-18 14:14:19
advenda__,9🔥,2024-09-18 14:15:23
melsssss15_,No. 9,2024-09-18 14:16:22
meirenaangeliquee._,No 9,2024-09-18 14:16:55
virgiantiayur,No. 9,2024-09-18 14:19:29
agnesssssmoo,no.9,2024-09-18 14:20:04
_jkmeiirnn,No 9,2024-09-18 14:21:24
joulescat_,Menyala no 9 🔥🔥💥,2024-09-18 14:22:09
piscesm3_,No.9,2024-09-18 14:23:38
pii.kkyyy,No 9💥,2024-09-18 14:25:30
4nlisa_,9 dong 🔥,2024-09-18 14:25:44
__kigly,No. 9,2024-09-18 14:26:51
fitrytamme,No.9,2024-09-18 14:27:48
nyxbatzz._,no 9,2024-09-18 14:30:50
eleennnnnn_,no 9,2024-09-18 14:31:47
nisandnii,no.9,2024-09-18 14:32:54
enueruel,9,2024-09-18 14:34:40
reskiameelia,9,2024-09-18 14:35:30
gemlian_,9,2024-09-18 14:36:00
bataskitaa,9,2024-09-18 14:36:31
bkcraftmks,9,2024-09-18 14:36:57
ratnamas05,9,2024-09-18 14:37:20
famsquad_27,9,2024-09-18 14:37:46
aulia_beauty16,9,2024-09-18 14:38:10
boben.smb,9 👍,2024-09-18 14:44:09
bataskitaa,9,2024-09-18 14:52:57
hasyimasyhari46,No. 9,2024-09-18 14:54:53
this_isjudyy,no 9,2024-09-18 14:55:22
_salmanalfarisi10,No. 9,2024-09-18 14:58:11
whyuukrniawann_,No.9,2024-09-18 14:59:26
gisel_joy,no 9🔥,2024-09-18 15:03:38
haichaaa11,No. 9🔥,2024-09-18 15:05:27
msmnn._,no.9,2024-09-18 15:06:03
rifqiulima,9 sih💥,2024-09-18 15:06:39
daea.n,No 9🔥,2024-09-18 15:09:17
ftimaazzhrh,no.9,2024-09-18 15:31:28
restiwyni,No.5🔥,2024-09-18 15:37:45
itingg02,No 9,2024-09-18 15:38:38
dailywanda___,NO.9,2024-09-18 16:02:55
sultan_arif16,No. 9,2024-09-18 16:19:44
zayn_muh999,9🔥,2024-09-18 16:36:05
dhiyaflsha_,9,2024-09-18 17:50:14
fariska.rhyuw,No. 09 🔥🔥🔥,2024-09-18 18:09:38
thelifeofputdewwww_,no.9,2024-09-18 19:18:42
julialeonita,No 9,2024-09-18 19:28:40
nurulutamiiiiii,No.9🔥,2024-09-18 20:57:28
erichantsya,no. 9🔥,2024-09-18 21:16:27
aandellll,no.9,2024-09-18 21:19:59
vherazamad_,No. 9 🔥🔥,2024-09-18 22:53:29
ricacahyani_99,No. 9 🔥,2024-09-18 22:58:03
dhatumlathi.png,No. 9,2024-09-18 23:01:00
beibchy,No.9,2024-09-18 23:02:33
mutmainn_011,no 9🔥,2024-09-18 23:02:35
katharinasienaa,No.9,2024-09-18 23:24:49
fharelanwarmusakkar,No. 9 🩵🩵🩵,2024-09-18 23:37:37
asharifadillah23,No. 09 👍🏻🔥,2024-09-19 00:00:11
calmenino,No 9,2024-09-19 00:01:06
leniulianti1,no. 9 menyala abangku🔥,2024-09-19 00:07:00
stevani_smd,No.9,2024-09-19 00:10:43
annisagitaa_,No. 9,2024-09-19 00:17:12
mghnyiinayah,9,2024-09-19 00:34:07
pipiwwww.2,no 9 🔥,2024-09-19 00:46:07
rewiiputtt917,No.9👍,2024-09-19 00:55:06
dianalfn8_,9,2024-09-19 01:19:01
jordykaeng,No.9,2024-09-19 01:40:11
rohandhy4873,No.12,2024-09-11 07:00:19
aini__94,No 14 🔥🔥🔥,2024-09-11 07:03:38
cimoracimpss,"Number 1 , dinatri andalangggcccuu",2024-09-11 07:04:29
andiiinyiyin,no. 12😍,2024-09-11 07:14:51
nssialps,9🔥,2024-09-11 07:23:04
itsmenecaaa,9👏,2024-09-11 07:26:42
br.citraaa,14😍🔥,2024-09-11 07:31:51
atha_hafizhan,2❤️ andalan,2024-09-11 07:34:23
janeeeee_f3,14 😍😍🔥,2024-09-11 07:35:30
anton.agent.axa.makassar,"12 dan 13
Yellow submarine and Sea salt caramel 👍🏼",2024-09-11 07:37:14
arfanfz,222222222222🔥,2024-09-11 07:46:51
ariee_paisal,No.14,2024-09-11 07:50:12
nr.fhaaa,2🔥,2024-09-11 07:55:05
tini_revan87,Andalanku NO. 2 🔥🔥🔥🔥🔥🔥👏👏👏👏,2024-09-11 08:02:44
icha.nrannisa,2🔥,2024-09-11 08:03:02
tini_revan87,No. 2,2024-09-11 08:04:02
_rhyuahmd,2 dungsss🤏,2024-09-11 08:07:43
inhe_ramadana,"So pastix yanti sweet, no. 12 💖",2024-09-11 08:09:12
fhitryanipitto,2 🔥🔥🔥,2024-09-11 08:09:39
_iimaaaaa,no. 1 donggg🔥🔥,2024-09-11 08:11:38
andianisaputry,9 menyalaaaa abangkuh 🔥🔥🔥🔥,2024-09-11 08:16:07
faidaaaahhh,2,2024-09-11 08:23:24
kezia.nrn,no. 9,2024-09-11 08:32:49
ariskydamayanti95,2🔥,2024-09-11 08:35:00
_ysfl,No.9,2024-09-11 08:37:17
kiiykaayy,2,2024-09-11 08:38:55
tharisyahh,2🔥,2024-09-11 08:46:56
ekakitcheen,1🔥,2024-09-11 09:04:55
anugrahwati.arifin,No 6,2024-09-11 09:05:25
santyyoo__,2 👏,2024-09-11 09:11:17
galuwsinana,1 DINATRI,2024-09-11 09:16:47
daeng_simbung,No 12 🔥🔥,2024-09-11 09:22:09
syahputra.alif,12 tawwa 🔥🔥,2024-09-11 09:22:18
feby.95,No.1 dinatri pabalu nasi kuning😍😍,2024-09-11 09:24:50
iriyantianti,12 donggg,2024-09-11 09:25:20
hidayatdjalil,No. 12 🔥,2024-09-11 09:31:41
anrzyuna_,14🔥🔥🔥🔥🔥🔥🔥,2024-09-11 09:38:38
11iksalsaputra_,No. 14 dong..🔥,2024-09-11 09:40:15
toniwijaya504,Menyala no 12 🫶,2024-09-11 09:40:32
meirenaangeliquee._,No. 9,2024-09-11 09:50:48
surya_sptrr,1,2024-09-11 09:52:08
izat18_,No.14🔥🔥🔥,2024-09-11 09:55:13
nawwarulhaq,14,2024-09-11 09:56:39
iiniindhh,No 14 🔥,2024-09-11 09:59:16
natasshaelfatihah,No 1,2024-09-11 10:00:19
fr.dmynt,14🔥,2024-09-11 10:03:32
acavocado,kak Dina dong no. 1,2024-09-11 10:35:30
mujahaeril,no.1😍😍😍😍,2024-09-11 10:36:37
lalarianaa,No.14 donggg,2024-09-11 10:43:52
dewa_dwinata,No.13👏🔥,2024-09-11 10:46:13
dije.11,2,2024-09-11 10:58:15
rrhmaakbrr_,14🔥🔥🔥🔥,2024-09-11 11:00:31
agamseptiawan,14 🔥🔥🔥,2024-09-11 11:09:16
syahrulllll_____,No.14🔥🔥🔥,2024-09-11 11:11:01
suhardi.st,14🔥,2024-09-11 11:13:59
ical_syaputraaa,No 14,2024-09-11 11:16:05
lutfiteguhh,No. 14 🔥🔥🙌,2024-09-11 11:18:59
rizhaal_01,No.14🔥🙌👏🔥,2024-09-11 11:19:58
___momooq,dinaaaa nomorrr 1,2024-09-11 11:19:59
nuggetmaniss_,No. 14🔥,2024-09-11 11:20:57
chaaidir,Hiduppp no.1,2024-09-11 11:21:40
fadlyfahrezy,No. 14 🔥🔥,2024-09-11 11:29:31
umarabdulaziss,No 14 🔥🔥🔥🔥,2024-09-11 11:29:50
anugrahpradanaa_,No.14🔥🔥🔥,2024-09-11 11:35:21
ciwangs_,No. 14 sih 🙌 🔥,2024-09-11 11:38:01
asrull_25,02 🔥,2024-09-11 11:40:07
andika_892,All in no. 14,2024-09-11 11:41:34
sarny_08,🔥🔥 14,2024-09-11 11:44:08
rjlmns,No.2🔥,2024-09-11 11:45:13
shlfiasptri_,All In No.14😍🔥🔥,2024-09-11 11:49:01
vanvoord.hub,No 2 bestttttt menurutku,2024-09-11 11:52:56
rzkyptrwn_,Terbaik no.2🔥🔥🔥,2024-09-11 11:54:51
pajokka_gabutt,14🔥,2024-09-11 11:56:40
si.ndi2284,2🔥,2024-09-11 11:59:04
ulanfajriaa,No.14🔥❤️,2024-09-11 12:03:20
bakwan__3,No.14,2024-09-11 12:03:42
fa_dillah089,No 2,2024-09-11 12:05:45
alicewong2208,No.1🔥,2024-09-11 12:07:21
sonnofdemoonn,No.2🔥🔥,2024-09-11 12:08:04
aanotherrsaras,no.2🔥🔥,2024-09-11 12:10:03
ekaliauw,No 1 🔥😂,2024-09-11 12:11:19
kenie_marsha,12 yantiiii...❤️❤️❤️,2024-09-11 12:12:59
chiachandy,No 2 🔥,2024-09-11 12:18:07
daryaaang__,No.14,2024-09-11 12:19:16
muhndraa,No.14🔥,2024-09-11 12:19:43
ayu_afriz,No.1,2024-09-11 12:20:06
young11_,13.❤️❤️ @desakdeshi,2024-09-11 12:21:30
lyndpspta,No 13 kak Desi 🔥,2024-09-11 12:21:52
mira_huha,No. 14😍🔥🔥🔥🔥,2024-09-11 12:26:11
vemy4890,No 1,2024-09-11 12:29:11
__ahmadjisaja,All in no.14,2024-09-11 12:29:23
yudibaihaki,14,2024-09-11 12:31:23
asniyatikajol,No 11 🔥..adiksss jie. Hahaha maafkan ma besti ku 😂 wkwkwkw,2024-09-11 12:43:05
aziss_,11 🔥🔥🔥,2024-09-11 12:45:01
ichie_dapur_chies,01,2024-09-11 12:45:56
iqbal_beccu,14.😎,2024-09-11 12:47:36
yusrilihsamahendraa,No.14🔥🙌,2024-09-11 12:48:01
putripandan.risperidon2mg_,No. 14❤️,2024-09-11 12:48:45
acells._,"no 11 andalan ku, om tersayang🔥🔥",2024-09-11 12:52:27
sfiyhkhyyrh__,11,2024-09-11 12:54:58
syiii_paaa_,no 11 mo sy,2024-09-11 12:55:51
mhmmd_nurhdyttt,All in 14,2024-09-11 13:05:41
tijho_hs,No. 11 Menyala adikks 🔥🔥🔥 @onkeljohnscoffee,2024-09-11 13:06:11
amel_fya,2 menyala🔥🔥🔥🔥,2024-09-11 13:10:05
kiani_anie,No 11 andalan nya ibu ibu Asmaul Husna 😂,2024-09-11 13:14:02
ramadhanirezkiah,"No. 11 ,,,,menyalaaaa🔥🔥🔥 @onkeljohnscoffee",2024-09-11 13:15:08
rrskaaaaaaaaa,No 2🔥🔥🔥🔥,2024-09-11 13:17:16
minhy0910,No. 11  bismillah 💪🏻😄,2024-09-11 13:19:01
viqrumbayan91,All in 02,2024-09-11 13:23:36
abdllhh.alikhls,no14,2024-09-11 13:29:43
bolllaaaaaa,No. 11 mendreee 🔥,2024-09-11 13:30:44
aira_makeup,Nomor 11 🔥,2024-09-11 13:32:06
irnaaakmladpii,No 2🔥,2024-09-11 13:36:43
yusril.fnu,@chuakurniawan no 2 saya disogokka,2024-09-11 13:38:30
bunbuns25,Cuaaaaaa 2 ✌,2024-09-11 13:38:39
citaaaaa75,2💪💥,2024-09-11 13:44:19
zaenal_el,14,2024-09-11 13:52:31
djyohanaisne,No 2 guys,2024-09-11 13:56:04
ahriantiputri,14 no debat🔥🔥🔥,2024-09-11 13:59:22
wati.jusra,No.11 menyala 🔥🔥the best,2024-09-11 14:02:45
taccaa17,02🙌,2024-09-11 14:03:51
intan.raharusun,No.14 ji andalanku🔥🔥,2024-09-11 14:09:44
zakiraisyahzayyan,No 11 adikksss  the best 🥰,2024-09-11 14:12:32
icaa_natasyaa1,02 andalanku sepanjang masaaaa,2024-09-11 14:14:03
muhammad_alwi1,14. Karena lucu dan baek tawwa melayani,2024-09-11 14:22:40
uwie_chuby,No. 2 semangattt chuaaa,2024-09-11 14:28:53
farideepuniet,No. 14 👌,2024-09-11 14:37:22
rusdiaman_,No 2 🔥,2024-09-11 14:41:19
chuakurniawan,3🔥,2024-09-11 14:50:59
__mitaaenriyani,2🔥,2024-09-11 15:07:47
pergimainndpulang,12 andalan ku kak yantii,2024-09-11 15:10:32
adriansyah03,No 1,2024-09-11 15:16:31
bangwan024,No 14🔥🔥🔥,2024-09-11 15:19:34
santigi_adv,no .14,2024-09-11 15:22:51
cintaaa20001,2🔥🔥,2024-09-11 15:26:08
nisa.rung,2🔥,2024-09-11 15:33:44
rgelps_,2 menyalah🔥,2024-09-11 15:37:40
bhayu_zulkarnain,No.14 🔥,2024-09-11 15:52:34
bugis.amerika,2🔥 menyala,2024-09-11 16:04:54
_asfhar,Na suruhka @ngghy_06 komentar no 14 🔥🔥🔥,2024-09-11 16:29:25
nurhaerika27,No 2 🔥,2024-09-11 16:45:56
mhd_singkerruu,02 tetap dihati 😘😘,2024-09-11 18:50:16
chacha_5465,2👏🔥,2024-09-11 19:06:04
darma_jie3,2🔥🔥🔥,2024-09-11 19:16:45
andiii.wahyuuu,Dpt sogokan dri no 2 pfftt,2024-09-11 19:47:42
nrlfadillahrb18_,No 2🔥🔥,2024-09-11 22:32:49
dimas_g5,2 gass🔥,2024-09-11 23:17:41
bundqee_81,No. 7 🔥🔥,2024-09-12 00:19:00
cevelyn.96,No. 1,2024-09-12 00:39:57
gollagolla_,No. 14 🔥,2024-09-12 00:51:13
rmadhan.03,14 🔥,2024-09-12 00:53:24
glngramz,14🔥,2024-09-12 00:54:09
andiriri_ocha_15,No.1 the best🤩,2024-09-12 01:02:40
randhy_nusa_,No. 14🙌,2024-09-12 01:05:22
chaa_moo98,No 1🔥🔥,2024-09-12 01:13:17
uneizka_une,No 1 DINATRI 🔥🔥🔥,2024-09-12 01:15:02
yanti_yl96,01 Danatri 👏🔥,2024-09-12 01:15:40
sitti_fatimaasyaharah,No 1🔥,2024-09-12 01:17:08
ipoel_dya,12....yanti sdh syantik...baik lagi...sukses sll,2024-09-12 01:18:19
nandhaputrii_,NO.14😍🔥,2024-09-12 01:20:48
juan_siregar007,01🔥🔥,2024-09-12 01:26:01
pandasmba24,01 Dinatrie,2024-09-12 01:27:08
bncit__,01 Dinatri,2024-09-12 01:28:00
mittong___,1 Dinarti 🔥🔥,2024-09-12 01:28:02
arsan_wen,01 🔥,2024-09-12 01:28:27
rifky_hidayatullah132,Nomor 1🔥🔥,2024-09-12 01:29:20
_tiwiqq,01 selalu di hati ❤️🔥,2024-09-12 01:29:29
masrz149,01 👏👏,2024-09-12 01:30:08
18alkahf,01 Dinatrie🔥🔥🔥,2024-09-12 01:32:26
soklat81,12🔥,2024-09-12 01:33:14
kegi0109,No 1 Ter dhabesttt yuhuu🔥🔥🔥,2024-09-12 01:34:02
f4uuz1_29,01 Dinatrie🔥🔥,2024-09-12 01:34:34
satria.wiradhika,1🔥🔥🔥🔥,2024-09-12 01:34:38
nirwana2980,No 01🥰,2024-09-12 01:35:55
chrl2842,1,2024-09-12 01:36:23
saldy29,No. 2 kandayya 🙌,2024-09-12 01:37:01
sangmane_toraja05,1 dinatri🔥,2024-09-12 01:37:41
blogrc.ris,01  Dinatri🔥🔥,2024-09-12 01:38:17
dimasriyanmaulana25,01 Dinatri,2024-09-12 01:38:33
bom_zouw_tyo,No.1 menyala🔥🔥,2024-09-12 01:40:24
btinas_dramo,Menyala Dinatri👏👏,2024-09-12 01:41:11
maryammaryam1813,01 Dinatri donk,2024-09-12 01:45:13
fendiweripih,01 Dinarti,2024-09-12 01:45:52
ko2_al,No 1 dungs pastinya🔥🔥,2024-09-12 01:48:13
pearlwhalee_,No 1 dinatrie,2024-09-12 01:52:36
yogasmarawr,All in 14 budhe Anggi,2024-09-12 01:56:53
felyx_jerry,01 Dinatri,2024-09-12 02:06:26
ulfiiyyy__,No.14🔥🔥,2024-09-12 02:08:14
tikus_pengelana,14..,2024-09-12 02:09:04
debrirmdn_,01 dinatri🔥,2024-09-12 02:20:41
alyslbl_,No 1.Dinatri,2024-09-12 02:26:10
go_riori0,01. Dinatrie,2024-09-12 02:30:21
lydia.iskandar.756,Dinatri 👍👍👍💪💪💪No.1 menyala sayang 🔥🔥🔥😘😘😘,2024-09-12 02:34:10
coklatemilk_09,No 1,2024-09-12 02:38:29
mr.bena05,01. Dinatrie,2024-09-12 02:43:01
graphitor,No. 1. Meledhaaq 💥💥,2024-09-12 02:59:42
id_713,No 1,2024-09-12 03:09:05
sutra_poetra,Nyalakan No. 13 🔥🔥🔥,2024-09-12 03:21:43
chachaaa1929,No.1 smoga menang yak kk,2024-09-12 03:23:06
mhmmdjulio0,No 1 Dinatri,2024-09-12 03:30:29
queen.ozawa.reall,01.DINARTI,2024-09-12 03:38:10
vhia04_,01 DINATRI menyala abangku🔥🔥🔥🔥,2024-09-12 03:42:16
dewao6,13 Desi😍😍😍😍😍😍😍😍😍😍😍,2024-09-12 03:51:28
wawan_aries29,No 1 seng ada lawang,2024-09-12 03:57:40
rskn_0x,13🔥,2024-09-12 04:10:08
iiann01,No. 2 manyala,2024-09-12 04:47:38
rismaputrilestari93,2🔥,2024-09-12 05:12:11
novi_ariyanti22,13 menyalaaaa Desi 🔥🔥,2024-09-12 05:57:24
nelaahanin,menyala nomor 2 🔥,2024-09-12 06:00:03
ikantenggelam99_,01,2024-09-12 06:04:52
misidepobangunan,Bismillah no 2👏,2024-09-12 06:10:09
eman.terimakasih,2🔥,2024-09-12 06:11:36
rubeenasky,01🔥🔥🔥,2024-09-12 06:13:28
onassismisidepo,Pokoknya no 2 🔥🔥🔥🔥🔥,2024-09-12 06:14:13
onassismisidepo,No. 2 yah 👏👏,2024-09-12 06:14:24
ulaymuliawardana,"No 12 selalu d hati dan selalu d nanti 😍... Semoga sukses selalu, Yanti AndanG ku 😂",2024-09-12 06:15:50
andifatma0685,No 2 🙌👏,2024-09-12 06:16:49
ulhyalika,Barista andalan ini no 2👏,2024-09-12 06:17:59
arfandhikizz,12 yanti 👍,2024-09-12 06:19:50
finniariani,12 dong 🤗,2024-09-12 06:52:55
rizukazee0,Nomor 1 Dinartii 🔥🔥🔥🔥,2024-09-12 07:20:00
novian_helmi,No 12 Yanti 🔥🔥,2024-09-12 07:29:32
sulhan_0883,Saya mau perubahan No urut 12,2024-09-12 07:51:34
ismail_grib_jaya_sulsel,No 2ji boska🔥,2024-09-12 08:24:58
ansir_muhammad,No 2 fix🔥,2024-09-12 08:26:12
indrasyaam,No. 5 Tommy,2024-09-12 08:43:30
theo_bherlin,"No 13 , Menyala abangq 🔥🔥🔥",2024-09-12 08:45:53
ipoel_dya,13...👏,2024-09-12 08:57:42
alpinmondai6,Nomor 5 menyala🔥,2024-09-12 09:21:43
hamzahsiwonchoi,No 2 Selalu di hati 🔥🥰,2024-09-12 09:32:07
mihra0301,No 1 dinatri 🔥,2024-09-12 09:33:40
andiraraindra,nomor 5!! kak tommy🔥🔥,2024-09-12 09:35:39
myaikoaira.kei,No. 5 🔥🔥,2024-09-12 10:09:10
nurhidayatmalik,No 05 🔥🔥🔥,2024-09-12 10:09:22
_ayhacapricorn_,No 5 sy andalanku🔥🔥,2024-09-12 10:10:56
zenhya.aa,No 5 andalan ka🔥🔥,2024-09-12 10:14:09
raniiwinld__s,Nomor5!!🔥🔥,2024-09-12 10:28:11
wann.0ne,No.5 tomjery,2024-09-12 10:33:16
tinii026,Nomor 5 🔥🔥🔥🖤🖤,2024-09-12 10:34:12
jesicadatuu,No.1 😊,2024-09-12 10:34:18
appe_45,Nomer 5🔥,2024-09-12 10:36:22
datieznph,No.5 kak tommy,2024-09-12 10:38:43
de.by_,No. 5🔥,2024-09-12 10:40:20
nuralam0012,No. 5,2024-09-12 10:53:43
nanisenyum,No 5 🔥🔥🔥 menyala,2024-09-12 11:01:41
mellauliaa,No 5 andalang,2024-09-12 11:03:27
elaaa0709,No 9 Moh andalan kah 🔥,2024-09-12 11:05:33
_rianyyny,No 5 terbaik🔥🔥🔥,2024-09-12 11:07:08
sahriani1800,No. 5 dong andalanka😍,2024-09-12 11:10:42
ahmadmoo__,Nmr 5 👏👏👏👏👏🔥,2024-09-12 11:12:36
