Name,Text,Like,Column 4
poncoriniii,Jwbannya ; Fitur Tracking Untuk Melacak Keberadaan Bus #kuistemanbus yuks ikutan @budiprayitno15 @albertjiw @katarin_nugroho smg beruntung🙏,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
cerinestory,Fitur tracking armada/bus nya #kuistemanbus @swit.lipa @jennyaprilya @susu.sapiiiii @yurii_26 @chococreamywithcheese @yurii_26 @metdonald_ yuk ikutan!!!,2 likes,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
ayu_ayunia,Bisa deteksi keberadaan bus terdekat dgn kita.. #kuistemanbus @fitriefreany @shin.bali @mirahbrampram,1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
maulana_re,Bisa tracking posisi armada bus #kuistemanbus @lyps17 @pikeu_san @alfathmuqoddas,1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
ikromzzzzzt,Fitur tracking bus yuk ikutan #KUISTEMANBUS  @ayumaulida97 @ayusarasw @jihanealmira,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
dapurnayla27,Fitur tracking armada / bus  #kuistemanbus @fatimahfatim0599 @evii_oktavianii @supendi798  @nitasr10 @riskaka_20,2 likes,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
ghofursetiakes,Fitur Teman Bus #kuistemanbus @ibukarlik @mochammad2137 @maisofa7,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
usertransportasiumum,"Quick Tracking, jadi bisa tracking teman bus daerah tertentu sesuai pencarian terakhir #kuistemanbus @dhyn.ashaa @ptdest @aku_hendra",3 likes,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
momstenikhayla,"Fitur Tracking bus, fungsinya untuk melacak keberadaan atau posisi bus #kuistemanbus Ikutan yuk @merryfitrii @jinggasavana_ @sar_tikamunthe",1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
aufarraurora2,Fitur Tracking bus #kuistemanbus @rhara_fachri36 @wtiyas12 @widaaprianti98,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
cath_fany,Fitur tracking posisi armada bus @nursantisimatupang @miss_dlarose @rola_wyrne #kuistemanbus,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
nrmlsr_02,bisa tracking jadwal teman bus dan estimasi waktunya jg tepat jadi ga bikin worry bakalan ketinggalan bus dehh #kuistemanbus @tikaaaa_k23 @bila_salsaa371 @_ptrmelisaaa_ kuyy ikutan jugaa✨,1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
nitha_avalian,CEK LAIK #KUISTEMANBUS @hanimaharrani @nunikdn_22 @arifah_nuriss26,1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
ryan_bontot93,Fitur Quick Tracking Bus 🙌 @emmyswijaya @rmanda789 @hera2wati_ #kuistemanbus,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
n_ia_aa,"Fitur tracking bus, dimana tracking bus ini bisa melacak posisi bus terdekat #kuistemanbus @fajarsnmbl @adeliaaliaa04 @_ytwn_67",3 likes,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
yennysannov,1 fitur keren di aplikasi mitra darat : Tracking Bus #kuistemanbus yuk ikutan @darolinov @darrellchristiannov @lidyaakyu89 😍,1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
ukirmalik,Fitur Tracking Bus atau Pelacak yang berfungsi untuk melacak posisi bus #kuistemanbus @siti_magfirah98 @ikha_aninditailham @minanur_bagus77,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
nuraliiyaah,Tracking armada teman bus #kuistemanbus @amelopyu @vithaprnm.sr @dwiandidelimaa_,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
hi.kaylaa,Fitur tracking (pelacak) untuk mengetahui /melacak keberadaan posisi bus #kuistemanbus yuk ikutan @alysa_ranzani @oschununa @mazhfg,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
tyuzhihy,Semua Fitur nya keren.. Fitur estimasi waktu atau notifikasi(suara) kalo bus sudah dekat halte atau tracking bus/ armada ngebantu banget.. #kuistemanbus izin tag ya @salmawildaa_ @literallymo0lly_ @psulastri98izin,2 likes,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
aidia_winata,"Fitur Quick Tracking, jadi bisa untuk tracking teman bus daerah tertentu sesuai pencarian terakhir #kuistemanbus #KamiAdaUntukAnda @adef_adisti @ryanii97 @burhanrez",Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
bryanttwijayaa,Fitur Tracking bus #kuistemanbus @sagungsiintaa @gungratih3211 @anugrahagungoff,1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
marsela19__,Fitur Tracking bus . @ayu_ayunia @ayu_star123 @ayagemini91 #kuistemanbus,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
elitia_herias,"Fitur tracking bus yang bisa melihat nama""halte, posisi halte , posisi bus dan no lambung bus yang terdekat secara akurat tiap koridor #kuistemanbus @dikii_awaludin @ekosas_smith @pramestilingga_ @deviidmyantii @durrasyid_  terimakasih untuk aplikasi terbaru nya sangat amat membatu dan keakuratnya keren 😍😍😍",Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
ari_mynamee,Fitur Tracking untuk melacak keberadaan bus  #kuistemanbus @hay_nvy28 @mbull0312 @rahmadiahzahra,7 likes,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
raraadia,"Fitur digital way finding #kuistemanbus , ikutan yuk @elpasba @yudha.yln @ovitasar04",1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
satrioikhwan,Tracking real time  #kuistemanbus @argokamome27 @er.arcylostia21 @pragataangga,1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
varocanavaro8,"Fitur Tracking/lacak posisi bus, min 😍 || Yuk @akurniaww @annwarr2209 @sunzyn_ ikutan#kuistemanbus",1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
mamarafisqy_fisqy,Fitur Tracking bus Untuk melacak Keberadaan posisi bus #kuistemanbus @rifkyrizld_ @linda_r2288 @alya.alb123,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
assyifa786,Fitur tracking bus untuk mengetahui posisi bus  yang akan dinaiki untuk melakukan perjalanan #kuistemanbus @dellywahyuni3981 @echaaaaaaaaaa_04 @tingkir3342,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
rukianisiregar011,Fitur Tracking Busnya #kuistemanbus  @rejuuzou_ @rikarsky_ @wulan_lase,Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
mwarr_okt98,Fitur tracking  untuk melacak keberadaan bus #kuistemanbus  @vindaaa.mr @mommy_azfa97 @mama_deca,4 likes,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
p.a.y97,"Aplikasi ""Teman Bus"" (Tracking Bus)#kuistemanbus @dedek_sabrina.21 @haryanda_novharma96 @dora.jen",Reply,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
sihazunaidi_,"Fitur tracking bus, sangat bermanfaat karena kita jadi tau keberadaan bus tanpa harus takut ketinggalan bus dan sangat membantu jika kita pergi ke luar kota medan contohnya surabya dengan fitur tracking bus saya jadi tau rute yg ada di kota surabaya👏👏 #kuistemanbus @ifha_zunaidi @khdjunaiss @anisa.rmd28",1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
akual_273,"Fitur keren di aplikasi mitra darat itu keren semua termasuk sekarang mau naik teman bus sudah lebih  mudah dengan adanya live tracking dan kini fiturnya udah lebih lengkap dengan adanya BRT Nusantara beserta bus"" lainya disertai juga dengan info dan berita menarik dari aplikasi nya ayo teman teman semua ikuti #kuistemanbus ayo ikuti buruan @tezawinata469 @agriva.trgn @alex.230is",1 like,"Yay! Kuis Teman Bus balik lagi! Sudah siap seru-seruan lagi bareng Teman Bus? Ok, Let’s go kita mulai Kuis Teman Bus 2024!Sebutkan 1 fitur keren di aplikasi Mitra Darat! Eits, sebelum ikutan kuis cek dulu syarat dan ketentuannya di bawah ini ya!SYARAT & KETENTUAN1. Berikan jawaban kamu 1 kali saja di kolom komentar2. Sertakan hashtag #kuistemanbus3. Tag 3 teman kamu4. Jawaban berulang/lebih dari 1 kali komen akan didiskualifikasi5. Jangan private instagram kamu6. Keputusan juri tidak bisa diganggu gugat#KamiAdaUntukAnda#DownloadMitraDarat"
